timestamp,temperature,hour,day_of_year
2025-01-01 00:00:00,-6.605618197509907,0.0,1
2025-01-01 00:15:00,-6.8999792755472695,0.25,1
2025-01-01 00:30:00,-6.709248138986355,0.5,1
2025-01-01 00:45:00,-6.003006124118774,0.75,1
2025-01-01 01:00:00,-6.385502639856555,1.0,1
2025-01-01 01:15:00,-6.746943885097313,1.25,1
2025-01-01 01:30:00,-5.99935374566847,1.5,1
2025-01-01 01:45:00,-5.772244267245316,1.75,1
2025-01-01 02:00:00,-6.293670772851597,2.0,1
2025-01-01 02:15:00,-6.1758623319680686,2.25,1
2025-01-01 02:30:00,-6.660635431442378,2.5,1
2025-01-01 02:45:00,-7.114738552321068,2.75,1
2025-01-01 03:00:00,-7.112813181452705,3.0,1
2025-01-01 03:15:00,-8.394569192882123,3.25,1
2025-01-01 03:30:00,-9.488848219819701,3.5,1
2025-01-01 03:45:00,-9.819696445095287,3.75,1
2025-01-01 04:00:00,-10.392470506692403,4.0,1
2025-01-01 04:15:00,-10.127832420497233,4.25,1
2025-01-01 04:30:00,-10.596647879896754,4.5,1
2025-01-01 04:45:00,-11.330890575597028,4.75,1
2025-01-01 05:00:00,-10.287449985301159,5.0,1
2025-01-01 05:15:00,-10.296397694667714,5.25,1
2025-01-01 05:30:00,-10.11390012217193,5.5,1
2025-01-01 05:45:00,-10.820565940249242,5.75,1
2025-01-01 06:00:00,-10.948105367533469,6.0,1
2025-01-01 06:15:00,-10.660330996268907,6.25,1
2025-01-01 06:30:00,-11.128229043896143,6.5,1
2025-01-01 06:45:00,-10.640806805976704,6.75,1
2025-01-01 07:00:00,-10.747670979189827,7.0,1
2025-01-01 07:15:00,-10.64802997812152,7.25,1
2025-01-01 07:30:00,-10.723743098561604,7.5,1
2025-01-01 07:45:00,-9.307870343390919,7.75,1
2025-01-01 08:00:00,-9.067139414238733,8.0,1
2025-01-01 08:15:00,-9.450213209179921,8.25,1
2025-01-01 08:30:00,-8.67163997653531,8.5,1
2025-01-01 08:45:00,-9.144170321088458,8.75,1
2025-01-01 09:00:00,-8.721932528716767,9.0,1
2025-01-01 09:15:00,-9.609207554511357,9.25,1
2025-01-01 09:30:00,-10.061161511480393,9.5,1
2025-01-01 09:45:00,-9.564126623875229,9.75,1
2025-01-01 10:00:00,-8.756370246331802,10.0,1
2025-01-01 10:15:00,-8.319448815031524,10.25,1
2025-01-01 10:30:00,-8.067611727387437,10.5,1
2025-01-01 10:45:00,-7.931546673928143,10.75,1
2025-01-01 11:00:00,-8.501556029558213,11.0,1
2025-01-01 11:15:00,-8.581622414448292,11.25,1
2025-01-01 11:30:00,-8.496897067190819,11.5,1
2025-01-01 11:45:00,-7.501479461866691,11.75,1
2025-01-01 12:00:00,-6.980674681793733,12.0,1
2025-01-01 12:15:00,-7.747670256095379,12.25,1
2025-01-01 12:30:00,-7.222841654702342,12.5,1
2025-01-01 12:45:00,-7.149594472438228,12.75,1
2025-01-01 13:00:00,-7.255994559340973,13.0,1
2025-01-01 13:15:00,-6.585833806039974,13.25,1
2025-01-01 13:30:00,-5.700534127009345,13.5,1
2025-01-01 13:45:00,-4.923294263882271,13.75,1
2025-01-01 14:00:00,-5.252177404686076,14.0,1
2025-01-01 14:15:00,-5.2525537042317065,14.25,1
2025-01-01 14:30:00,-4.8755186429617305,14.5,1
2025-01-01 14:45:00,-4.138582266671003,14.75,1
2025-01-01 15:00:00,-4.320029812348586,15.0,1
2025-01-01 15:15:00,-4.325853557846657,15.25,1
2025-01-01 15:30:00,-4.894160763223533,15.5,1
2025-01-01 15:45:00,-5.499111553124746,15.75,1
2025-01-01 16:00:00,-4.880430503394988,16.0,1
2025-01-01 16:15:00,-3.978978590360427,16.25,1
